county	state_abbrev	crime_rate_per_100000	MURDER	ROBBERY	BURGLRY
Crawford	IN	47.07654646	0	0	107
Carroll	IL	46.94835681	0	0	45
Seward	NE	46.81373983	0	0	25
Jefferson	OK	46.64179104	0	0	17
Amherst	VA	46.61570017	0	1	131
Greenup	KY	46.55111038	0	4	104
Lake	MN	46.39510068	0	0	20
Elbert	CO	46.34896558	0	1	39
Magoffin	KY	46.33204633	1	0	20
Menominee	WI	46.32846884	0	0	31
Marion	GA	46.2962963	0	0	18
Llano	TX	46.28677227	0	0	134
Perry	IN	46.01697515	2	0	35
Cedar	NE	45.91895305	0	0	1
Morgan	IN	45.85709782	1	4	175
Kingfisher	OK	45.82351401	0	0	33
Platte	WY	45.63605248	0	0	23
Jefferson	OH	45.61238303	0	5	91
Stanton	KS	45.57885141	0	0	1
Trimble	KY	45.37205082	0	0	6
Putnam	IN	45.32728969	2	0	98
Shelby	IL	45.21000045	0	0	46
Highland	VA	45.14672686	0	0	3
Pierce	ND	44.93372276	0	0	15
Jasper	IN	44.92497529	1	0	47
Monroe	IL	44.78547756	0	0	48
Shelby	IN	44.71372041	0	2	138
Kittson	MN	44.41483455	0	0	6
Grant	OK	44.16961131	0	0	22
Putnam	OH	44.00375499	1	2	41
Culberson	TX	43.91743522	0	1	4
Ogle	IL	43.9056982	1	1	106
Kewaunee	WI	43.89173372	1	0	30
Steuben	IN	43.65795448	2	6	174
Benson	ND	43.62367311	0	0	5
Lewis	KY	43.45936549	0	0	43
Burke	ND	43.36513443	0	0	6
Bath	VA	43.32755633	1	1	7
Le Sueur	MN	43.14994606	0	2	57
Hart	KY	43.07327841	0	0	28
Spencer	IN	42.97173415	5	0	2
Grand Isle	VT	42.93688278	0	0	32
Miner	SD	42.86326618	0	1	6
Henry	IN	42.81869342	2	7	469
Woodruff	AR	42.42081448	0	1	8
McLean	KY	42.12299916	0	0	21
Whitley	IN	42.04961855	0	1	27
Hutchinson	SD	41.98740378	0	0	8
Wabasha	MN	41.97173903	0	1	39
Faulk	SD	41.91114837	0	0	0
Evangeline Parish	LA	41.69396629	0	5	96
Wasatch	UT	41.60835193	0	0	36
Eddy	ND	41.59733777	0	0	3
Lake	SD	41.47656574	1	0	15
Floyd	KY	41.31377815	1	4	61
Dickinson	IA	41.28575641	0	0	29
Putnam	NY	41.14606854	0	8	187
Marion	KS	40.91987888	0	0	35
Morrill	NE	40.74979625	0	0	6
Tensas Parish	LA	40.74979625	0	0	7
Wood	WI	40.56301464	1	10	269
Union	SD	40.46125835	0	0	18
Washington	ID	40.22526146	0	0	19
Crawford	IA	40.15142824	0	0	10
Wyandot	OH	40.09444469	0	1	29
Carlisle	KY	39.9920016	0	0	20
Kiowa	KS	39.63535474	0	0	15
Pleasants	WV	39.59350666	0	0	386
Renville	MN	39.56217856	0	0	31
Allen	KY	39.387524	0	3	75
Seneca	OH	39.34613871	0	6	207
Elliott	KY	39.28244075	0	0	8
Posey	IN	39.23722828	0	3	107
Auglaize	OH	39.19860627	0	3	90
Kemper	MS	38.85758694	0	0	28
Madison	IA	38.83997929	0	0	45
Carroll	IA	38.83872221	0	1	24
Cook	MN	38.46153846	0	0	17
Renville	ND	38.34355828	0	0	2
Dickinson	MI	38.31711242	0	0	12
Clay	TX	38.19344982	1	2	61
Buchanan	IA	38.13882532	0	1	17
Jim Hogg	TX	38.13155386	1	0	2
Lincoln	NV	38.13155386	0	0	17
Letcher	KY	38.10491553	1	1	62
Otoe	NE	38.09040122	0	1	42
Pike	KY	37.86683496	2	5	101
Monroe	KY	37.449677	0	0	8
Mitchell	IA	37.3517602	0	0	27
Clay	IL	36.856848	0	0	38
Columbiana	OH	36.82962991	2	7	296
Webster	GA	36.77822729	0	0	23
Hunterdon	NJ	36.43564356	3	5	265
Wayne	UT	36.40334911	0	0	3
Clay	IA	36.3834819	1	0	106
Conejos	CO	36.24501631	0	0	23
Geauga	OH	36.18099008	3	5	117
Butler	NE	36.09239654	0	1	4
Rockcastle	KY	35.94320973	0	2	93
Dewey	SD	35.8037952	0	0	4
Lafayette	WI	35.7867112	0	2	33
Tolland	CT	35.67252621	0	8	164
Washington	KS	35.53028957	0	0	3
Lyon	KY	35.49875754	0	0	18
Ziebach	SD	35.2858151	0	0	3
Grand	CO	34.99195185	0	1	6
Franklin	IN	34.85686898	0	1	100
Boone	IN	34.72394464	0	5	131
Washington	NE	34.61405331	0	2	20
Hancock	KY	34.53436169	0	0	11
Putnam	IL	34.47681434	0	0	11
Fleming	KY	34.46374414	0	0	31
Stevens	KS	34.38789546	0	0	1
Taylor	WI	33.9640951	0	0	55
Jones	IA	33.96244724	0	0	39
Edwards	KS	33.95585739	0	0	12
McHenry	ND	33.7723742	0	0	11
Hamilton	IN	33.70487339	0	31	422
Humphreys	MS	33.62474781	0	0	0
Saunders	NE	33.44641407	0	1	36
Montgomery	GA	33.25573661	0	0	4
Uinta	WY	33.22889965	0	0	37
Appomattox	VA	32.77613897	0	1	34
Vilas	WI	32.75926619	0	1	62
Upshur	WV	32.43462396	1	1	87
Franklin	NE	32.41491086	1	0	6
Wayne	NE	31.87759005	0	0	5
Marshall	MN	31.83023873	0	0	3
Salem city	VA	31.62180323	0	5	75
Ottawa	OH	31.58943455	0	5	152
Howard	IA	31.49275667	0	0	38
Schleicher	TX	31.19151591	0	0	9
Humboldt	IA	30.96614368	0	1	25
Huron	OH	30.56598006	0	6	190
Perry	OH	30.55810206	0	2	48
Brookings	SD	30.33244358	0	0	11
Calhoun	IA	30.22365505	0	0	6
Webster	KY	29.73535534	0	0	23
Upton	TX	29.65599051	0	0	6
Cameron Parish	LA	29.65599051	0	0	26
Shackelford	TX	29.62962963	1	0	8
Jones	NC	29.36857562	0	1	4
Wallowa	OR	29.35133549	2	0	14
Holt	NE	28.71088142	0	0	10
Bond	IL	28.62049227	0	2	59
Winneshiek	IA	28.57959417	0	0	9
Switzerland	IN	28.50085503	0	0	2
Lac qui Parle	MN	28.46164793	0	0	13
Randolph	AR	28.26136107	0	0	40
Richland	WI	28.22148219	0	0	12
Pierce	NE	27.97202797	0	0	6
Reagan	TX	27.77006387	0	0	9
Estill	KY	27.60905577	0	1	42
Wolfe	KY	27.59381898	0	0	20
Monroe	OH	27.42543709	0	0	42
Webster	NE	27.11496746	0	0	9
Mercer	MO	27.06359946	0	0	7
Smith	KS	26.98327037	0	1	2
Adams	ID	26.12330199	0	0	3
Henry	KY	25.89834898	0	0	24
Lafayette	MS	25.3322421	0	5	81
Wells	IN	25.16718199	0	0	118
Pike	IL	24.76780186	0	1	15
Union	OH	24.38749859	0	1	65
Traill	ND	24.25712553	0	0	16
Mason	TX	24.2248062	0	0	7
Corson	SD	23.72479241	0	0	14
Fountain	IN	23.69668246	1	0	12
Brown	MN	23.68545713	0	0	68
Custer	ID	23.5349494	0	0	9
Randolph	IN	23.41280681	0	0	134
Mineral	MT	23.39181287	0	0	1
Oneida	ID	23.39181287	0	0	6
Adams	IN	23.11203559	0	2	28
Leelanau	MI	22.99167701	0	0	22
Phillips	CO	22.95684114	0	0	5
Morgan	KY	22.42152466	0	0	8
Jackson	KY	22.34304014	0	0	29
Cuming	NE	22.23210316	0	0	9
Ouray	CO	21.94426158	0	0	4
Greene	IA	21.88423241	0	0	4
Union	MS	21.61850544	0	2	90
Pipestone	MN	21.57497303	0	0	17
Owsley	KY	21.486893	0	0	8
Oconto	WI	21.43737607	0	3	249
Greene	MS	21.06149958	0	0	10
Hamilton	NY	20.95118374	0	0	31
Mills	TX	20.37905034	0	0	14
East Feliciana Parish	LA	20.2757502	1	0	13
Metcalfe	KY	20.0340579	0	0	32
Clinton	KY	19.71220185	0	0	8
Morgan	UT	19.65988401	0	0	7
Dickey	ND	19.05487805	0	0	4
Owen	IN	18.86703457	0	0	2
Knott	KY	18.77816725	0	0	19
Owen	KY	18.75820672	0	0	57
Holmes	OH	18.35157021	0	2	71
Alleghany	NC	18.28320687	0	0	5
Leslie	KY	18.15046737	0	0	6
Brown	OH	18.07337791	0	2	127
Perry	MS	16.486687	0	1	7
Stanton	NE	16.30523398	0	0	7
Cotton	OK	16.25487646	0	0	8
Taylor	IA	16.23113131	0	0	4
Menifee	KY	15.90330789	0	0	11
Menard	IL	15.86420243	0	0	25
Wayne	IA	15.62011871	0	0	6
Buffalo	WI	14.97342218	0	0	11
Bland	VA	14.84780995	0	1	17
Breathitt	KY	14.76559616	0	1	22
Lexington city	VA	13.94700139	0	0	37
Presidio	TX	13.88696014	0	0	5
Grant	OR	13.73060552	0	0	10
Rolette	ND	13.71553971	0	0	15
Brown	IN	13.31292019	1	0	38
Mitchell	NC	13.0480167	0	2	8
Wabash	IN	12.36170344	0	0	16
Decatur	IA	12.29105211	0	0	0
Crawford	WI	12.19735317	0	0	19
Knox	NE	11.67542323	0	0	6
Richmond	VA	11.16944041	0	0	9
Hickory	MO	10.74691026	0	0	55
Hancock	IL	10.74229241	0	0	57
Jefferson	IN	9.242713661	0	0	1
Shelby	IA	8.360504975	0	0	1
Bath	KY	8.360504975	0	0	5
Boone	IL	7.413310599	0	0	12
Newton	TX	7.072135785	0	0	23
Baker	OR	6.242976651	0	1	20
Jasper	MS	6.071645416	0	0	3
Fayette	IN	4.190939189	0	0	1
Haakon	SD	0.0	0	0	0
Day	SD	0.0	0	0	0
Yukon-Koyukuk Census Area	AK	0.0	0	0	0
Bowman	ND	0.0	0	0	0
Grant	NE	0.0	0	0	0
Sibley	MN	0.0	0	0	0
Boyd	NE	0.0	0	0	0
Graham	NC	0.0	0	0	0
Sioux	ND	0.0	0	0	0
Robertson	KY	0.0	0	0	0
Liberty	MT	0.0	0	0	0
Quitman	MS	0.0	0	0	0
Wade Hampton Census Area	AK	0.0	0	0	0
Hyde	NC	0.0	0	0	0
Douglas	SD	0.0	0	0	0
Thomas	NE	0.0	0	0	0
Valley	NE	0.0	0	0	0
Petroleum	MT	0.0	0	0	0
Kingsbury	SD	0.0	0	0	0
Hyde	SD	0.0	0	0	0
Perry	AL	0.0	0	0	0
Shannon	SD	0.0	0	0	0
Jones	SD	0.0	0	0	0
Grant	SD	0.0	0	0	0
Yakutat City and Borough	AK	0.0	0	0	0
Lyman	SD	0.0	0	0	0
Sioux	NE	0.0	0	0	0
Smith	MS	0.0	0	0	0
Collingsworth	TX	0.0	0	0	0
Aleutians East Borough	AK	0.0	0	0	0
Lake and Peninsula Borough	AK	0.0	0	0	0
Gregory	SD	0.0	0	0	0
Clarke	MS	0.0	0	0	0
Norman	MN	0.0	0	0	0
Noble	OH	0.0	0	0	0
Buffalo	SD	0.0	0	0	0
Calhoun	MS	0.0	0	0	0
Harlan	NE	0.0	0	0	0
Greeley	NE	0.0	0	0	0
Benton	MS	0.0	0	0	0
Treasure	MT	0.0	0	0	0
Gates	NC	0.0	0	0	0
Garfield	NE	0.0	0	0	0
Mora	NM	0.0	0	0	0
Loup	NE	0.0	0	0	0
Kalawao	HI	0.0	0	0	0
Garfield	UT	0.0	0	0	0
Fremont	IA	0.0	0	0	0
Jackson Parish	LA	0.0	0	0	0
Alcorn	MS	0.0	0	0	0
Harding	NM	0.0	0	0	0
Frontier	NE	0.0	0	0	0
Dundy	NE	0.0	0	0	0
Arthur	NE	0.0	0	0	0
Blaine	NE	0.0	0	0	0
Colfax	NE	0.0	0	0	0
Jewell	KS	0.0	0	0	0
Carroll	MS	0.0	0	0	0
Hayes	NE	0.0	0	0	0
Keya Paha	NE	0.0	0	0	0
Boone	NE	0.0	0	0	0
Gallatin	IL	0.0	0	0	0
Powder River	MT	0.0	0	0	0
King	TX	0.0	0	0	0
Wayne	MS	0.0	0	0	0
Sharkey	MS	0.0	0	0	0
Wilkinson	MS	0.0	0	0	0
Glascock	GA	0.0	0	0	0
Logan	NE	0.0	0	0	0
Clay	NE	0.0	0	0	0
Issaquena	MS	0.0	0	0	0
Howard	NE	0.0	0	0	0
Yalobusha	MS	0.0	0	0	0
Hooker	NE	0.0	0	0	0
Jenkins	GA	0.0	0	0	0
McPherson	NE	0.0	0	0	0
Calhoun	IL	0.0	0	0	0
Pope	IL	0.0	0	0	0
Southeast Fairbanks Census Area	AK	0.0	0	0	0
Lincoln	KS	0.0	0	0	12
Sanborn	SD	0.0	0	0	0
Montgomery	AR	0.0	0	0	7
Emmons	ND	0.0	0	0	10
Harper	OK	0.0	0	0	16
Cavalier	ND	0.0	0	0	7
Daggett	UT	0.0	0	0	11
Motley	TX	0.0	0	0	10
Piute	UT	0.0	0	0	4
Fallon	MT	0.0	0	0	3
Sherman	NE	0.0	0	0	6
Pawnee	NE	0.0	0	0	3
Chattahoochee	GA	0.0	0	0	19
Coke	TX	0.0	0	0	7
Kidder	ND	0.0	0	0	7
Logan	ND	0.0	0	0	2
Sargent	ND	0.0	0	0	8
Billings	ND	0.0	0	0	6
Aurora	SD	0.0	0	0	6
Divide	ND	0.0	0	0	5
Scott	IL	0.0	0	0	9
Elk	KS	0.0	0	0	5
Putnam	MO	0.0	0	0	8
Granite	MT	0.0	0	0	3
Hardeman	TX	0.0	0	0	48
Toole	MT	0.0	0	0	14
Noxubee	MS	0.0	0	0	6
Merrick	NE	0.0	0	0	5
Prentiss	MS	0.0	0	0	3
Garza	TX	0.0	0	0	19
Big Stone	MN	0.0	0	0	13
Covington	MS	0.0	0	0	33
Sheridan	ND	0.0	0	0	6
Jefferson	NE	0.0	0	0	15
Essex	VT	0.0	0	0	19
Echols	GA	0.0	0	0	20
Gentry	MO	0.0	0	0	17
Hamilton	IL	0.0	0	0	28
Polk	NE	0.0	0	0	11
Brown	NE	0.0	0	0	11
Butler	IA	0.0	0	0	9
Clark	SD	0.0	0	0	3
Crockett	TX	0.0	0	0	0
Lipscomb	TX	0.0	0	0	3
McPherson	SD	0.0	0	0	0
Red Lake	MN	0.0	0	0	0
Wheeler	NE	0.0	0	0	0
Slope	ND	0.0	0	0	1
Bon Homme	SD	0.0	0	0	1
Loving	TX	0.0	0	0	0
Carter	MT	0.0	0	0	1
Banner	NE	0.0	0	0	0
Fillmore	NE	0.0	0	0	0
Garfield	MT	0.0	0	0	1
Sully	SD	0.0	0	0	0
Mineral	CO	0.0	0	0	0
Edmunds	SD	0.0	0	0	0
Garden	NE	0.0	0	0	0
Thurston	NE	0.0	0	0	0
Union	IN	0.0	0	0	0
Todd	SD	0.0	0	0	0
Kinney	TX	0.0	0	0	2
Furnas	NE	0.0	0	0	1
Wibaux	MT	0.0	0	0	2
McIntosh	ND	0.0	0	0	5
Adams	ND	0.0	0	0	7
Osceola	IA	0.0	0	0	3
Sherman	TX	0.0	0	0	4
Perkins	SD	0.0	0	0	2
Hinsdale	CO	0.0	0	0	5
Campbell	SD	0.0	0	0	2
Golden Valley	ND	0.0	0	0	3
Clark	ID	0.0	0	0	3
Briscoe	TX	0.0	0	0	0
Foster	ND	0.0	0	0	0
Box Butte	NE	0.0	0	0	0
Cottle	TX	0.0	0	0	3
Ohio	IN	0.0	0	0	2
Newton	MS	0.0	0	0	4
Jerauld	SD	0.0	0	0	1
Cimarron	OK	0.0	0	0	1
Lawrence	MS	0.0	0	0	0
